matricula,nome_colaborador,cpf,lotacao,tipo_afastamento,cid,data_inicio_afastamento,data_fim_afastamento,dias_afastados
60925,Catarina Campos,162.895.403-51,TI,Auxílio Acidente,F32.1,2025-07-29,2025-09-14,47
62145,Diogo Azevedo,406.178.239-87,Operações,Auxílio Doença,M54.5,2025-07-17,2025-10-19,94
22415,Lara Nunes,893.270.465-10,RH,Aposentadoria por Invalidez,S93.4,2024-04-09,2024-07-30,112
60948,Srta. Isadora Ferreira,731.825.964-46,Comercial,Licença Maternidade,I10,2025-03-23,2025-04-22,30
22674,Dr. Lucca Azevedo,395.072.641-16,Comercial,Auxílio Acidente,I10,2025-03-12,2025-06-20,100
41223,Theo das Neves,460.823.519-24,Financeiro,Licença Maternidade,S93.4,2023-03-12,2023-08-11,152
93176,Natália Melo,648.170.325-53,RH,Auxílio Doença,I10,2025-05-17,2025-07-05,49
71586,Davi Lucca Ramos,716.582.349-28,Operações,Licença Maternidade,S93.4,2023-12-07,2023-12-22,15
27341,Pedro Lucas Pinto,970.536.821-02,TI,Auxílio Acidente,S93.4,2024-08-17,2025-01-09,145
78244,Cauê Rocha,580.916.237-12,TI,Auxílio Acidente,S93.4,2024-10-12,2024-12-13,62
71525,Vicente da Mota,745.092.163-43,TI,Auxílio Doença,F32.1,2025-11-16,2025-12-08,22
61637,Davi Teixeira,986.573.421-46,Operações,Aposentadoria por Invalidez,I10,2024-08-08,2024-10-30,83
42288,Lucca Melo,964.520.371-61,Operações,Aposentadoria por Invalidez,Z34.0,2025-04-01,2025-04-24,23
66314,Ryan Moraes,746.532.091-70,Operações,Aposentadoria por Invalidez,M54.5,2025-11-29,2026-02-09,72
57530,Emilly Cavalcanti,231.904.768-96,Comercial,Auxílio Acidente,M54.5,2023-01-24,2023-07-23,180
52600,Eduardo Fernandes,671.432.958-09,Operações,Auxílio Doença,S93.4,2024-02-27,2024-07-04,128
27248,Manuela Rocha,798.654.123-73,Operações,Auxílio Doença,S93.4,2022-12-28,2023-06-13,167
51126,Pedro Miguel Castro,347.269.018-69,Operações,Auxílio Acidente,Z34.0,2025-10-26,2026-03-25,150
47006,Sra. Ana Vitória Viana,713.489.650-10,RH,Auxílio Acidente,M54.5,2025-10-06,2025-12-15,70
24825,Giovanna Sales,796.018.435-66,Comercial,Auxílio Doença,Z34.0,2024-03-08,2024-04-11,34
41793,Pietra Moura,348.057.629-00,TI,Aposentadoria por Invalidez,I10,2024-12-09,2025-05-10,152
61587,Davi Lucas Correia,057.628.943-47,Financeiro,Auxílio Doença,F32.1,2024-04-01,2024-07-04,94
17806,Lorena da Rosa,175.928.034-88,TI,Licença Maternidade,Z34.0,2024-04-24,2024-05-23,29
16821,Dra. Sofia Moraes,298.670.354-29,Operações,Auxílio Acidente,S93.4,2024-11-28,2025-03-08,100
20068,Vicente Lopes,305.492.817-97,RH,Licença Maternidade,S93.4,2025-10-11,2026-02-04,116
36358,Nathan Oliveira,982.504.163-33,TI,Auxílio Acidente,F32.1,2025-04-27,2025-08-28,123
95926,Helena da Conceição,942.137.685-46,Comercial,Auxílio Acidente,M54.5,2024-08-19,2024-11-23,96
75554,Pietro Viana,016.394.857-75,Operações,Licença Maternidade,M54.5,2024-01-16,2024-03-18,62
68183,Daniela Lima,463.590.128-98,TI,Auxílio Acidente,Z34.0,2025-02-02,2025-02-22,20
81300,Júlia Ramos,561.028.439-24,RH,Auxílio Acidente,I10,2024-02-07,2024-06-27,141
67386,Letícia Cavalcanti,524.096.173-52,Financeiro,Auxílio Acidente,Z34.0,2023-05-15,2023-10-03,141
43188,Clara Alves,519.403.862-33,Comercial,Auxílio Acidente,F32.1,2024-10-28,2024-12-15,48
73617,Sr. Murilo Cunha,892.617.534-00,Financeiro,Auxílio Doença,I10,2023-06-21,2023-08-01,41
25443,Mariane da Conceição,465.217.380-62,TI,Licença Maternidade,Z34.0,2024-08-30,2025-02-22,176
22978,Ana Sophia da Cruz,061.975.324-25,Financeiro,Aposentadoria por Invalidez,Z34.0,2023-12-27,2024-05-25,150
39074,Dr. Thales Santos,608.517.492-67,Operações,Auxílio Doença,F32.1,2024-05-31,2024-07-27,57
38140,Sr. Enzo das Neves,165.924.037-99,Operações,Licença Maternidade,Z34.0,2023-03-11,2023-04-26,46
77111,Sr. Vitor Hugo Cunha,940.567.381-57,RH,Aposentadoria por Invalidez,S93.4,2025-08-15,2026-02-05,174
60312,Francisco das Neves,804.356.197-48,Comercial,Auxílio Acidente,M54.5,2023-10-21,2024-02-06,108
22722,Laís Peixoto,731.849.605-01,Operações,Auxílio Acidente,S93.4,2023-11-23,2024-01-28,66
83632,Alícia da Costa,643.729.018-87,TI,Aposentadoria por Invalidez,I10,2024-03-28,2024-04-30,33
93375,Evelyn Gomes,258.134.609-42,Comercial,Auxílio Doença,M54.5,2025-11-11,2025-12-17,36
30491,Arthur Costa,378.521.049-32,Financeiro,Aposentadoria por Invalidez,Z34.0,2024-09-04,2024-09-19,15
72667,Carlos Eduardo Teixeira,703.421.965-61,Operações,Auxílio Acidente,Z34.0,2023-04-05,2023-06-03,59
43425,Vinicius Ribeiro,691.075.342-99,RH,Auxílio Doença,S93.4,2023-11-09,2024-02-21,104
88722,Luiz Otávio Almeida,347.190.265-16,Operações,Auxílio Doença,S93.4,2023-01-30,2023-02-27,28
91380,Sra. Maria Eduarda Vieira,835.061.794-20,RH,Licença Maternidade,M54.5,2025-05-25,2025-10-22,150
64080,Thiago Araújo,976.805.213-95,TI,Aposentadoria por Invalidez,S93.4,2023-11-22,2024-05-03,163
53167,Gabriela Ferreira,381.760.542-08,Financeiro,Auxílio Doença,S93.4,2023-04-27,2023-10-05,161
34851,Gustavo Henrique Gomes,508.493.627-92,RH,Auxílio Doença,Z34.0,2024-01-05,2024-03-30,85
22025,Maria Sophia Rezende,712.804.593-79,Operações,Licença Maternidade,F32.1,2023-03-05,2023-04-28,54
43105,Alícia Gonçalves,347.628.019-50,TI,Licença Maternidade,I10,2025-09-09,2026-02-23,167
97920,Benjamin Rodrigues,201.968.345-89,TI,Aposentadoria por Invalidez,I10,2024-06-11,2024-06-16,5
33589,Paulo Melo,534.619.720-61,RH,Auxílio Acidente,S93.4,2023-10-15,2024-03-07,144
39907,Maria Cecília da Conceição,153.268.407-07,RH,Aposentadoria por Invalidez,F32.1,2025-02-24,2025-03-17,21
49213,Lucas Ribeiro,721.438.650-07,Operações,Auxílio Acidente,Z34.0,2025-03-27,2025-05-26,60
31805,Diego Mendes,340.581.926-15,Comercial,Licença Maternidade,I10,2023-01-08,2023-05-25,137
76336,Dra. Letícia Farias,698.123.704-04,RH,Aposentadoria por Invalidez,F32.1,2025-12-01,2025-12-25,24
65190,Maitê Sales,381.045.927-50,Financeiro,Auxílio Acidente,F32.1,2024-08-10,2025-01-16,159
24057,Rafael Pires,570.219.834-41,Comercial,Aposentadoria por Invalidez,F32.1,2024-10-13,2024-11-04,22
33153,Gustavo da Mata,083.714.965-75,Comercial,Auxílio Acidente,M54.5,2025-11-21,2026-01-24,64
43492,Guilherme Melo,326.108.597-59,RH,Auxílio Acidente,F32.1,2025-05-10,2025-06-13,34
25265,Luana Alves,057.493.682-38,TI,Aposentadoria por Invalidez,S93.4,2024-02-29,2024-08-13,166
19290,Helena Pereira,509.712.386-77,Financeiro,Licença Maternidade,S93.4,2025-10-16,2025-12-29,74
28136,Ana Luiza Cavalcanti,015.837.469-00,RH,Aposentadoria por Invalidez,S93.4,2024-10-10,2025-03-29,170
86116,Sr. Lucas Gabriel da Costa,843.092.571-60,Operações,Licença Maternidade,F32.1,2025-12-08,2026-04-08,121
60723,Maysa Cardoso,426.783.950-65,Financeiro,Aposentadoria por Invalidez,I10,2024-05-18,2024-06-27,40
11053,Arthur Costela,943.681.072-50,RH,Auxílio Doença,S93.4,2024-12-18,2025-02-10,54
68416,Isabella Alves,659.028.741-49,TI,Auxílio Doença,M54.5,2023-05-06,2023-10-29,176
33220,Srta. Melissa Araújo,590.731.864-39,Comercial,Licença Maternidade,F32.1,2024-01-25,2024-03-01,36
67138,Pedro Lucas Farias,189.056.324-24,RH,Aposentadoria por Invalidez,M54.5,2023-01-03,2023-04-18,105
26515,Vitor Gabriel Ribeiro,196.308.745-39,RH,Auxílio Doença,S93.4,2025-05-18,2025-10-04,139
41067,Enrico da Rosa,541.627.398-46,Comercial,Auxílio Acidente,S93.4,2023-09-16,2024-02-09,146
32216,Paulo da Costa,806.734.291-13,Operações,Auxílio Acidente,F32.1,2023-01-15,2023-01-24,9
64205,Dr. Rafael Lopes,657.189.230-86,TI,Aposentadoria por Invalidez,Z34.0,2024-06-12,2024-11-12,153
21513,Dra. Alícia Araújo,896.541.237-46,Financeiro,Auxílio Doença,I10,2024-05-09,2024-10-03,147
65933,Dr. Matheus Campos,689.153.247-73,Financeiro,Auxílio Doença,Z34.0,2024-04-07,2024-07-23,107
19816,Lorena Costela,921.463.058-51,RH,Auxílio Doença,Z34.0,2024-12-15,2025-02-23,70
19315,Benjamin Oliveira,431.078.965-00,Comercial,Licença Maternidade,I10,2025-07-17,2025-10-26,101
21160,Heitor Novaes,124.568.097-85,RH,Auxílio Doença,S93.4,2024-12-03,2025-05-17,165
90747,Mirella da Cunha,804.639.125-51,Operações,Auxílio Acidente,S93.4,2023-04-11,2023-06-12,62
77581,Emanuelly Gomes,523.861.947-28,TI,Auxílio Doença,S93.4,2023-08-24,2024-01-20,149
17928,Raul Caldeira,564.198.320-98,TI,Auxílio Doença,M54.5,2025-10-05,2025-12-01,57
93372,Valentina Viana,765.480.132-71,Financeiro,Auxílio Doença,Z34.0,2023-09-28,2023-11-20,53
68899,Augusto Novaes,053.482.719-50,Comercial,Aposentadoria por Invalidez,I10,2023-12-30,2024-04-14,106
67844,João Gabriel Almeida,074.268.591-85,Comercial,Aposentadoria por Invalidez,Z34.0,2023-08-08,2023-12-20,134
71183,Maria Luiza Peixoto,071.692.534-61,Financeiro,Licença Maternidade,Z34.0,2023-12-06,2024-01-11,36
63730,Pedro Henrique Duarte,016.238.795-40,TI,Auxílio Acidente,Z34.0,2023-05-14,2023-08-24,102
60379,Cauê Viana,876.302.941-31,Financeiro,Aposentadoria por Invalidez,I10,2024-06-20,2024-10-10,112
22251,Luiz Gustavo da Rocha,067.584.321-90,TI,Aposentadoria por Invalidez,M54.5,2024-09-15,2024-12-07,83
50458,Kaique Ribeiro,583.726.910-02,Financeiro,Auxílio Acidente,S93.4,2024-01-22,2024-05-07,106
80232,João Lucas Campos,831.496.705-00,Comercial,Aposentadoria por Invalidez,I10,2025-10-27,2026-04-11,166
52270,Raul Novaes,486.920.137-22,Operações,Auxílio Acidente,S93.4,2025-04-16,2025-09-06,143
78077,João Gabriel Viana,370.145.986-00,TI,Aposentadoria por Invalidez,F32.1,2024-01-29,2024-02-10,12
89133,Dra. Luna Costa,740.813.659-20,Operações,Aposentadoria por Invalidez,M54.5,2025-10-14,2025-12-20,67
37206,Maria Cecília Moura,286.015.794-85,Operações,Auxílio Doença,F32.1,2023-12-03,2024-01-11,39
91049,Pietra da Cruz,264.198.305-24,RH,Auxílio Doença,M54.5,2025-07-15,2025-11-20,128
16988,Lavínia Porto,176.089.524-58,Comercial,Auxílio Acidente,Z34.0,2023-05-01,2023-09-30,152
53589,Ryan Aragão,520.163.798-12,Comercial,Aposentadoria por Invalidez,M54.5,2024-06-24,2024-07-10,16
59132,Leonardo da Luz,872.503.614-90,Financeiro,Auxílio Doença,Z34.0,2025-08-04,2025-12-12,130
94650,Marcela Rezende,173.946.582-28,Operações,Licença Maternidade,Z34.0,2025-09-09,2026-01-31,144
82146,Miguel Ferreira,287.450.196-49,TI,Auxílio Doença,S93.4,2025-04-29,2025-10-04,158
75803,Sarah da Mata,825.769.041-49,Operações,Auxílio Acidente,M54.5,2024-10-23,2024-11-12,20
42072,Alexia da Luz,692.187.043-03,Financeiro,Auxílio Doença,S93.4,2025-02-28,2025-03-24,24
27223,Srta. Camila Pires,719.426.358-00,Comercial,Licença Maternidade,I10,2023-01-21,2023-07-13,173
89846,Dr. Thales Fogaça,617.423.589-00,RH,Auxílio Acidente,Z34.0,2023-10-16,2023-12-03,48
60079,Alexia Nascimento,948.271.365-64,Financeiro,Licença Maternidade,F32.1,2025-01-13,2025-03-24,70
42137,Vinicius Cunha,803.796.241-50,Financeiro,Aposentadoria por Invalidez,Z34.0,2024-06-28,2024-07-31,33
32232,Cauê Pinto,234.590.167-52,Operações,Auxílio Doença,F32.1,2025-10-13,2026-01-05,84
16288,Lucca Castro,215.468.079-85,Financeiro,Auxílio Doença,I10,2024-03-23,2024-05-15,53
49691,Bárbara Monteiro,327.650.814-17,TI,Aposentadoria por Invalidez,I10,2025-02-21,2025-08-09,169
87662,Augusto Nogueira,297.685.130-12,TI,Auxílio Acidente,Z34.0,2023-03-29,2023-06-22,85
74771,Ian Campos,126.874.350-07,RH,Auxílio Doença,Z34.0,2025-06-27,2025-12-05,161
10561,Maria Cecília Almeida,485.132.760-90,Financeiro,Auxílio Acidente,M54.5,2024-04-21,2024-08-18,119
60677,Dr. Igor Pinto,938.507.246-38,Financeiro,Auxílio Acidente,I10,2024-03-19,2024-06-28,101
28670,Catarina Monteiro,028.491.765-67,RH,Aposentadoria por Invalidez,M54.5,2024-11-28,2025-03-02,94
79980,Marina Rezende,639.015.427-52,Operações,Auxílio Acidente,F32.1,2024-08-09,2024-11-22,105
59516,Ana Lívia Peixoto,720.164.859-49,Operações,Licença Maternidade,S93.4,2023-06-21,2023-08-08,48
76939,Thiago Oliveira,042.916.735-07,Comercial,Licença Maternidade,Z34.0,2025-03-21,2025-06-13,84
18483,Dra. Alice Campos,782.459.160-30,RH,Aposentadoria por Invalidez,F32.1,2024-10-10,2024-11-09,30
19770,Gustavo Henrique Ribeiro,231.948.076-50,TI,Auxílio Acidente,M54.5,2023-08-08,2023-09-13,36
91486,Nina Ferreira,185.436.792-73,Financeiro,Auxílio Doença,M54.5,2024-02-01,2024-06-01,121
11382,Alexia Gonçalves,485.610.927-85,Operações,Auxílio Acidente,I10,2025-01-17,2025-02-26,40
82152,Agatha da Cruz,729.306.458-65,Comercial,Auxílio Acidente,I10,2023-12-20,2023-12-28,8
63267,Ana Carolina da Mota,361.980.457-57,Comercial,Auxílio Acidente,Z34.0,2025-05-04,2025-10-18,167
87380,Luiz Fernando da Mata,572.910.684-01,TI,Aposentadoria por Invalidez,F32.1,2025-02-24,2025-06-14,110
14503,Raul Farias,891.704.362-31,Comercial,Licença Maternidade,S93.4,2025-08-21,2025-09-30,40
84786,Stella Duarte,049.238.175-50,Comercial,Licença Maternidade,M54.5,2023-02-06,2023-07-10,154
57892,Otávio Silva,845.027.693-47,TI,Auxílio Doença,Z34.0,2023-03-17,2023-04-02,16
86405,Davi Lucas da Conceição,653.081.742-53,Comercial,Aposentadoria por Invalidez,Z34.0,2025-08-16,2025-11-22,98
84655,Srta. Maria Sophia Barbosa,879.154.603-66,TI,Auxílio Doença,Z34.0,2024-08-06,2024-11-17,103
84882,Sr. Murilo Martins,137.294.506-70,Operações,Aposentadoria por Invalidez,S93.4,2025-05-05,2025-10-21,169
33110,Davi Lucas Carvalho,970.531.468-39,Comercial,Licença Maternidade,I10,2023-06-03,2023-08-03,61
28216,Dr. Vitor Ramos,841.673.920-03,Operações,Auxílio Doença,I10,2022-12-29,2023-02-23,56
29149,Luna Lopes,982.501.746-58,TI,Auxílio Acidente,S93.4,2023-08-02,2023-12-23,143
25577,Danilo Rodrigues,470.629.315-43,Operações,Aposentadoria por Invalidez,M54.5,2024-01-24,2024-07-14,172
39588,Srta. Mirella Silva,258.719.306-03,TI,Auxílio Doença,F32.1,2023-03-29,2023-07-14,107
73397,Ana Clara Moreira,619.852.430-24,TI,Licença Maternidade,I10,2023-06-24,2023-08-28,65
12397,Vitória da Costa,140.769.853-20,TI,Auxílio Doença,S93.4,2025-07-01,2025-11-28,150
86713,Sra. Bruna Nogueira,519.480.372-97,Financeiro,Aposentadoria por Invalidez,Z34.0,2024-12-15,2025-04-15,121
62259,Francisco Cardoso,970.132.865-59,Comercial,Auxílio Acidente,S93.4,2023-01-11,2023-03-09,57
88156,Caroline Castro,620.178.345-80,RH,Licença Maternidade,F32.1,2023-03-01,2023-08-25,177
23703,Alícia Cavalcanti,269.138.540-05,Financeiro,Auxílio Acidente,F32.1,2023-09-24,2024-03-06,164
43622,Ana Júlia Campos,297.301.658-40,Operações,Auxílio Doença,M54.5,2023-01-19,2023-04-28,99
46566,Sarah Moura,830.542.791-97,Financeiro,Licença Maternidade,Z34.0,2024-01-25,2024-06-08,135
27925,Julia Carvalho,930.465.281-24,Comercial,Auxílio Doença,M54.5,2025-09-03,2026-01-10,129
96464,Raul Mendes,681.307.954-93,TI,Licença Maternidade,S93.4,2023-05-26,2023-06-27,32
78525,Pedro Lucas Cardoso,974.086.352-38,TI,Aposentadoria por Invalidez,I10,2023-04-20,2023-08-16,118
28679,Dr. Davi Teixeira,872.931.065-21,Financeiro,Licença Maternidade,I10,2023-11-06,2024-01-13,68
78752,João Pedro Martins,487.529.106-01,TI,Licença Maternidade,I10,2025-06-15,2025-09-27,104
26361,Fernanda Porto,965.807.312-30,Comercial,Auxílio Doença,I10,2023-11-14,2024-03-13,120
96869,Srta. Eloah Pires,058.613.274-08,Financeiro,Auxílio Acidente,F32.1,2023-11-09,2024-02-02,85
75816,Isabel Fogaça,218.706.594-49,Comercial,Licença Maternidade,Z34.0,2023-03-16,2023-08-27,164
23454,Sr. Davi Lucca Carvalho,063.874.951-48,Comercial,Auxílio Doença,M54.5,2024-05-21,2024-07-10,50
26667,Pedro Miguel Moura,495.278.301-41,Operações,Auxílio Acidente,M54.5,2025-06-30,2025-07-20,20
57857,Dr. Yago Souza,357.810.942-88,Operações,Auxílio Doença,M54.5,2025-06-13,2025-08-12,60
94446,Lívia Aragão,248.935.701-88,TI,Licença Maternidade,M54.5,2023-01-15,2023-07-09,175
22724,Kevin da Luz,694.071.528-20,RH,Licença Maternidade,F32.1,2024-11-09,2024-11-17,8
93847,João Lucas Teixeira,168.359.274-37,Financeiro,Licença Maternidade,M54.5,2023-11-01,2024-03-20,140
97511,Luiz Gustavo Monteiro,571.342.806-08,Operações,Auxílio Doença,M54.5,2025-06-18,2025-07-05,17
46313,Daniela Nascimento,516.948.032-60,Operações,Auxílio Doença,S93.4,2025-08-17,2026-01-20,156
54199,Carlos Eduardo Almeida,125.978.463-00,Financeiro,Licença Maternidade,S93.4,2024-09-03,2025-01-25,144
22148,Cauã Souza,496.073.528-74,TI,Licença Maternidade,F32.1,2023-01-03,2023-01-27,24
54338,Amanda Cardoso,863.149.720-78,Comercial,Aposentadoria por Invalidez,S93.4,2024-03-26,2024-09-17,175
26107,Thiago Freitas,786.120.359-02,Comercial,Licença Maternidade,M54.5,2025-03-23,2025-05-21,59
78708,Dra. Marina da Mata,285.146.307-17,TI,Auxílio Doença,F32.1,2024-10-13,2024-10-18,5
37153,Agatha Barbosa,739.612.485-91,Operações,Aposentadoria por Invalidez,Z34.0,2023-09-26,2024-02-06,133
29578,Valentina Melo,695.302.148-98,Operações,Licença Maternidade,M54.5,2023-04-20,2023-09-26,159
61244,Gustavo Henrique Peixoto,215.934.068-51,Financeiro,Licença Maternidade,F32.1,2024-10-19,2025-01-05,78
16343,Gabriela Aragão,548.930.761-75,Operações,Licença Maternidade,S93.4,2025-12-06,2026-05-06,151
88880,Mariana Alves,861.927.403-13,Operações,Aposentadoria por Invalidez,S93.4,2024-02-28,2024-08-19,173
46694,Ian Campos,195.764.203-34,Financeiro,Licença Maternidade,I10,2023-11-15,2024-03-08,114
18895,Luiz Otávio Correia,341.860.759-48,Financeiro,Licença Maternidade,F32.1,2024-05-12,2024-05-27,15
27243,Dr. Noah da Mata,290.814.537-50,Financeiro,Auxílio Acidente,Z34.0,2023-09-15,2023-10-28,43
44529,Sra. Olivia Porto,347.568.920-00,TI,Licença Maternidade,Z34.0,2023-01-08,2023-04-30,112
56413,Clara Costa,713.069.584-66,TI,Licença Maternidade,Z34.0,2024-06-22,2024-08-12,51
93824,Sra. Marcela Cavalcanti,910.273.854-60,TI,Auxílio Doença,M54.5,2023-05-11,2023-07-08,58
48775,Levi Moreira,156.287.430-62,Comercial,Licença Maternidade,Z34.0,2023-04-11,2023-07-06,86
19087,Sra. Natália da Mota,703.548.196-66,RH,Auxílio Acidente,I10,2025-06-20,2025-10-13,115
28334,Vitória da Luz,180.326.974-03,TI,Aposentadoria por Invalidez,F32.1,2025-01-18,2025-03-11,52
76377,Matheus da Paz,357.280.196-68,Operações,Auxílio Doença,F32.1,2024-05-23,2024-06-25,33
71768,Isadora Cardoso,705.134.689-00,Financeiro,Auxílio Acidente,S93.4,2023-06-27,2023-09-02,67
27701,Luiza Gomes,764.298.513-46,TI,Licença Maternidade,S93.4,2024-09-08,2024-11-10,63
72646,Sra. Valentina Moreira,658.201.394-70,Financeiro,Licença Maternidade,M54.5,2023-07-15,2023-10-31,108
24805,Isadora Ferreira,018.795.643-00,Comercial,Licença Maternidade,Z34.0,2023-02-28,2023-04-21,52
89792,Mariane Viana,430.276.518-62,RH,Auxílio Doença,I10,2023-09-24,2024-03-17,175
90605,Luana Gomes,925.704.136-07,Operações,Aposentadoria por Invalidez,Z34.0,2025-12-02,2026-01-19,48
55546,Dr. Levi Monteiro,016.248.593-05,TI,Auxílio Acidente,S93.4,2025-04-16,2025-09-26,163
26002,Eloah da Mata,564.297.081-01,Financeiro,Auxílio Doença,I10,2024-03-11,2024-08-25,167
28408,Dr. João Gabriel Caldeira,407.982.513-79,Comercial,Auxílio Acidente,M54.5,2023-04-29,2023-05-19,20
37889,Juliana Cardoso,965.213.780-40,Comercial,Aposentadoria por Invalidez,I10,2025-07-11,2025-11-26,138
34682,Alana Rodrigues,346.509.817-00,TI,Licença Maternidade,I10,2025-05-08,2025-06-09,32
33481,Luigi Pereira,013.865.724-62,RH,Aposentadoria por Invalidez,S93.4,2024-05-15,2024-07-17,63
55374,Ana Júlia Ramos,970.435.216-61,TI,Auxílio Acidente,F32.1,2023-08-14,2023-09-27,44
97492,Camila Peixoto,718.925.063-86,RH,Licença Maternidade,I10,2023-07-30,2023-09-05,37
34060,Lívia Nunes,180.794.653-39,Comercial,Aposentadoria por Invalidez,I10,2023-08-28,2023-11-26,90
87745,Dr. Joaquim das Neves,243.596.170-70,TI,Auxílio Doença,M54.5,2023-08-14,2023-08-21,7
53401,Maria Eduarda Pereira,613.407.825-53,Operações,Auxílio Doença,I10,2024-06-24,2024-10-09,107
24786,Juan Almeida,752.931.048-88,TI,Auxílio Doença,I10,2025-08-13,2025-08-24,11
42204,Davi Luiz Ramos,082.564.391-06,Financeiro,Licença Maternidade,I10,2024-03-19,2024-05-29,71
28524,Stephany Moraes,123.579.804-60,Comercial,Licença Maternidade,M54.5,2023-04-26,2023-09-08,135
99175,Eduardo Gonçalves,289.015.367-30,RH,Licença Maternidade,Z34.0,2025-10-30,2026-02-21,114
43341,Rebeca Gonçalves,294.560.731-06,RH,Licença Maternidade,F32.1,2025-03-04,2025-07-18,136
46360,Juan Carvalho,720.895.436-47,TI,Auxílio Acidente,S93.4,2023-06-26,2023-11-30,157
19217,Rodrigo Novaes,528.194.607-20,Financeiro,Auxílio Acidente,M54.5,2024-12-08,2025-02-14,68
57704,Maitê da Mota,876.031.954-20,Operações,Aposentadoria por Invalidez,Z34.0,2024-04-16,2024-07-22,97
11882,Sr. Murilo da Mota,709.863.452-29,Operações,Licença Maternidade,S93.4,2025-04-01,2025-08-19,140
48496,Matheus Moraes,321.768.094-40,Financeiro,Auxílio Acidente,I10,2025-06-18,2025-11-17,152
18348,Luana da Mata,617.948.230-69,Operações,Auxílio Acidente,M54.5,2023-12-07,2023-12-26,19
34584,Dr. Vinicius Melo,680.732.419-78,Financeiro,Licença Maternidade,I10,2025-10-19,2026-03-17,149
22931,João Lucas Barros,798.501.436-57,TI,Auxílio Doença,I10,2024-02-26,2024-04-10,44
13082,Sophia Rodrigues,326.198.547-09,Financeiro,Auxílio Doença,M54.5,2024-11-26,2024-12-03,7
99834,Vinicius da Mata,973.681.025-95,Operações,Aposentadoria por Invalidez,M54.5,2025-05-05,2025-08-15,102
99726,Gabriel Araújo,752.680.149-94,Comercial,Licença Maternidade,Z34.0,2024-11-25,2025-01-01,37
78263,Isabel Lopes,418.072.596-76,Operações,Auxílio Acidente,S93.4,2023-03-15,2023-07-24,131
32829,Brenda Rodrigues,283.514.697-00,Operações,Licença Maternidade,S93.4,2024-08-23,2024-09-29,37
97750,Yago da Costa,259.307.164-80,TI,Auxílio Acidente,I10,2023-01-05,2023-05-19,134
82199,Vitor Gabriel Cunha,621.730.954-80,Financeiro,Aposentadoria por Invalidez,M54.5,2025-09-28,2026-01-14,108
56258,Lorena Correia,147.926.085-11,Comercial,Auxílio Doença,F32.1,2023-12-02,2024-02-19,79
34861,Bianca Fernandes,507.124.869-76,Comercial,Aposentadoria por Invalidez,S93.4,2023-09-16,2023-10-31,45
24421,Evelyn Monteiro,028.493.657-00,Comercial,Auxílio Acidente,S93.4,2023-09-21,2023-12-14,84
76439,Davi das Neves,793.051.268-12,TI,Aposentadoria por Invalidez,S93.4,2023-04-30,2023-08-27,119
45634,Lívia Moreira,453.710.986-66,TI,Aposentadoria por Invalidez,S93.4,2024-05-16,2024-08-27,103
89875,Dr. Pedro Miguel da Paz,302.786.941-87,RH,Aposentadoria por Invalidez,S93.4,2023-11-04,2023-11-13,9
82127,Ana Luiza Carvalho,708.421.569-76,Operações,Aposentadoria por Invalidez,S93.4,2023-05-06,2023-09-20,137
14227,Luana Silveira,645.930.218-98,Financeiro,Licença Maternidade,F32.1,2024-04-18,2024-08-19,123
64398,Ryan Oliveira,048.127.596-76,Operações,Auxílio Acidente,I10,2024-04-24,2024-10-08,167
23023,Maria Sophia Porto,318.570.926-86,Operações,Aposentadoria por Invalidez,M54.5,2023-09-07,2023-11-14,68
79164,Daniela Viana,469.835.701-20,TI,Aposentadoria por Invalidez,F32.1,2025-02-05,2025-07-22,167
57636,Catarina Carvalho,193.058.672-86,RH,Auxílio Doença,F32.1,2025-09-13,2026-01-25,134
20699,Luiza Carvalho,823.657.041-07,Comercial,Auxílio Doença,S93.4,2025-03-17,2025-09-02,169
43173,João Lucas Azevedo,820.341.569-51,Comercial,Auxílio Doença,S93.4,2024-07-04,2024-11-17,136
78934,Larissa Sales,489.721.053-41,Comercial,Auxílio Doença,I10,2023-09-04,2024-02-13,162
67481,Sr. Juan Rodrigues,380.521.974-14,Operações,Auxílio Doença,Z34.0,2025-11-27,2026-05-09,163
19200,Bryan Freitas,517.329.486-82,TI,Licença Maternidade,I10,2023-07-19,2023-08-14,26
14028,Marina Cavalcanti,259.170.483-04,Operações,Aposentadoria por Invalidez,I10,2024-02-18,2024-06-10,113
16179,Dr. Ryan Moura,951.482.306-06,Operações,Aposentadoria por Invalidez,M54.5,2025-07-29,2025-12-22,146
44018,Isabella Lopes,043.857.612-80,Operações,Auxílio Doença,I10,2025-02-25,2025-06-10,105
93282,Isis da Conceição,294.803.571-60,TI,Aposentadoria por Invalidez,I10,2024-02-05,2024-06-21,137
82465,Manuela Azevedo,390.615.487-48,TI,Auxílio Doença,I10,2025-09-28,2026-02-15,140
33706,Luiz Miguel Almeida,649.238.017-78,RH,Aposentadoria por Invalidez,M54.5,2025-11-02,2025-12-07,35
13795,Joana Melo,135.809.672-40,Comercial,Auxílio Acidente,M54.5,2022-12-19,2023-06-02,165
17356,Bianca da Mata,623.459.180-98,Comercial,Licença Maternidade,S93.4,2024-09-05,2025-01-06,123
25946,Maria Fogaça,869.702.534-65,TI,Auxílio Acidente,S93.4,2025-07-29,2025-10-21,84
